id	Address	location_county	location_postalCity	location_postalCode	location_state	location_streetName	location_streetNumber	location_subdivision	mls_MLNumber	remarks_publicRemark
161362	98 Cricket Junction	Rabun	Clayton	30525	Georgia	Cricket Junction	98	Lake Burton	7603026	"Iconic and timeless Bella Vista was originally designed in the style of Robert A.M. Stern. The home sits on a prominent point lot with breathtaking views and 375 feet of shoreline. Step inside to an open great room with chef s kitchen, stone fireplace, and walls of windows leading to two screen porches. A graceful staircase leads from the main floor up to an additional sleeping area and viewing cupola. The owner s suite is located on the main floor with stone fireplace. Other features include two adjoining guest rooms with shared bath, a two car garage, a storage basement, and a billiard room for entertainment. Exterior features include a grassy lawn, swim dock, stone patio, and waterside gazebo. Many call this home ""their favorite house on Lake Burton!"
161363	2552 Moccasin Creek Rd	Rabun	Clarkesville	30523	Georgia	Moccasin Creek Rd	2552	Lake Burton	7603041	"First time on the market, this prominent Lake Burton point lot with 475'+/- of shoreline features a comfortable 3 bedroom and 2 bath cabin and 1 bedroom 1 bath guesthouse. The newer (2007) two stall covered boathouse offers incredible lake and mountain views. This home and property has big potential! It is ready for renovation or for you to build your dream lake home. The flat/level point lot offers a wonderful building opportunity with magnificent views from almost every angle. The cabin and guest house are located behind the Georgia Power Project Boundary line, so a new home can be built in the same general area ensuring easy access to the lake. This is a must see for anyone looking for a great flat lot. Updated survey is available upon request."
161364	2376 Ridgeway Dr	Towns	Hiawassee	30546	Georgia	Ridgeway Dr	2376	Lake Chatuge Cedar Cliff	7605584	"The owners along with designer Beth Webb have merged their own warm, modern, casual style into this premier Lake Chatuge renovation. With rare, stunning long-range views on deep water, this 8350 sq ft home with 4 BR, 4 full and 2 half BA, 8 fireplaces, 2 kitchens, 2 wet bars, 2-stall boathouse, and 2 garages, is one-of-a-kind. Main level has master with luxury bath, office, great room with wet bar, dining room, kitchen, keeping room and breakfast area. Upper level has two bedrooms with ensuite, living area with private porch and coffee bar. Lake level includes guest room with ensuite, theater, exercise room, living area, and full kitchen. An elevator connects all levels. The landscaped lake front with its spa and firepit is designed for fun, and relaxation."
161366	570 Rainwater Trl	Rabun	Tiger	30576	Georgia	Rainwater Trl	570	Charmont	7374508	"Over 4000 sq. ft. of custom construction, finished in 2008, located at Charmont, over-looking Lake Burton w/mountain views, noisy creek and waterfall as your boundary. 4 spacious bedrooms w/4.5 baths. This is an awesome home with all the bling, red oak floors, granite counters from Italy & India, hickory cabinets plus many other woods (oak, knotty alder, cherry, maple and pine). Spacious master on main w/ 1 of the 3 fireplaces, lg. master bath has double vanity, lg. walk n-closet. Split floor plan on main w/ 2nd bdrm & ba. Vaulted ceiling in great room that opens onto lg. deck from 2 entry s, lg. kitchen has spacious island , 6 burner gas cook top/ separate double ovens , spacious pantry, cabinets galore also entry glassed den over looking Waterfall."
161368	529 Charlie Mountain Rd	Rabun	Clayton	30525	Georgia	Charlie Mountain Rd	529	Lake Burton	7454181	"This charming Lake Burton cottage has 4BR, 3.5BA, and 2730 sq. ft. The large main level features master suite and guestroom, 2 fireplaces, heart pine floors, vaulted great room, custom built-ins, a large kitchen and lots of indoor and outdoor living space. The upper level features two bedrooms with a shared bathroom. The lower level has the two-car garage along with storage and workshop space. Outdoor living spaces include the wide, full length, covered front porch and the open rear deck. Behind the house the property adjoins the national forest. Enjoy the Timpson cove lakefront 2 slip boathouse with upper sun deck, covered screened area and swim dock. Take either the mechanical tram or steps to the boathouse, your choice."
161374	65 Mountain City Rd	Rabun	Clayton	30525	Georgia	Mountain City Rd	65		7607006	"Charming is this in town home with creek frontage. The main level features hardwood floors, plenty of light, a spacious country style kitchen and dining room combo that is open to the living room. The sliding glass door in the dining room leads you to a private back deck to enjoy meals and nature. There are three bedrooms on the main level, the master bedroom has a separate bathroom and a large walk in closet. In the hallway is a conveniently placed utility closet. You will find a ton of uses for the large ready to finish basement. This home is in ready to move in condition. Easy access from a paved road. Large backyard. This home is in close proximity to the new planned Hospital site."
161376	640 Murray Cove Rd	Rabun	Tiger	30576	Georgia	Murray Cove Rd	640	Lake Burton	7608017	"The quintessential lake house, this 5 BR, 6.5ba home on Lake Burton will steal your heart! Soft white shiplap walls, heart pine flooring & tongue and groove pine ceilings provide a warm and inviting ambiance throughout the home. Natural light floods the open great room and well-appointed kitchen through a wall of glass and an overhead cupola, highlighting the stacked stone fireplace while showcasing picturesque lake and mountain views. A full length screened porch rests just above the water s edge, overlooking an unusually private swimming cove and distant mountain views. Features include a generous master bedroom plus one guest bedroom on main, 2 car garage, rec/media room, covered lakeside patio with outdoor fireplace & 2-story boathouse on deep water"
161393	2232 Lake Rabun Rd	Rabun	Lakemont	30552	Georgia	Lake Rabun Rd	2232	Lake Rabun	7622806	"Lake Rabun Location, Location, Location! Well-built and maintained 4 BR 3 BA home with great view and 2-stall boat house on deep water in protected swimming cove. Walk to Marina, Pavilion, Louie s and the Lake Rabun Hotel. Main level features open floor plan, vaulted ceiling, hardwood floors, great room with wood-burning fireplace, kitchen with island, dining area,covered and open decks, master suite with lake view, laundry room, powder room, and fabulous screened porch. Outside is a storage outbuilding and ample guest parking. The lower level features 3 bedrooms, with lake views, 2 baths, large rec room, and covered outdoor porch. The two-stall boat house has both open and covered upper areas as well as a lower stationary swim dock and plenty of storage."
161394	3235 Crow Creek Rd	Rabun	Lakemont	30552	Georgia	Crow Creek Rd	3235	Seed Lake	7622818	"This beautifully renovated lake cottage offers plenty of space to enjoy lake living! A welcoming foyer leads to a 2-story timber frame greatroom with painted wood walls and a masonry fireplace! The updated kitchen w/butcher block counter tops, breakfast bar and separate walk-in wet bar/pantry welcomes guests. The owners suite on the main level offers plenty of privacy. Upstairs a bedroom, full bath, and cozy loft media room awaits. Downstairs find a separate living area w/ bedroom and bunk room that share a full bath w/ clawfoot tub and separate shower. Step outside on the lower deck to find a recessed hot tub, outdoor shower, firepit and water feature all with views of the lake! Walk down a wooded path to the 2-story, 2-stall boathouse on deep water."
161397	1720 Walking Horse Trail	Forsyth	Cumming	30041	Georgia	Walking Horse Trail	1720	Saddlebrook	5662230	"Almost new 5 bedroom, 3 full bath on a full unfinished basement in South Forsyth!!  Less than 2 miles fm GA400 & close proximity to the Collection, Northside Forsyth Hospital & nearby shops! Scraped hdwds thruout main, lrg open kitchen w/stainless appls & sep dining rm w/coffered clings! A bedroom & bathroom on main + 4 add'l bdrms & 2 baths upstairs. The Master retreat sits on its own wing w/lrg sit area! The oversized outside deck spans almost entire length of home & w/gas hookup ready for your summer grilling, plus an add'l wood patio blt on lower lvl. Welcome home!!"
161398	399 Spinner Drive	Jackson	Jefferson	30549	Georgia	Spinner Drive	399	Bryan Mill	5672036	"Fantastic 4 bedroom 2 bath ranch.  Large bedroom upstairs!!  Split bedrooms.   Hardwoods, spacious kitchen area, breakfast room, gourmet stained cabinetry granite counter tops and more!!  Check out the comps in the subdivision, you are walking into equity.  Level lot!"
161399	4685 Cold Spring Court	Forsyth	Cumming	30041	Georgia	Cold Spring Court	4685	James Creek	5648257	"Barely lived in, mint condition and every upgrade imaginable in this beautiful home located in top rated South Forsyth school district! Hardwoods throughout main, custom plantation shutters throughout, separate formal dining room, upgraded granite, backsplash and kitchen cabinets, oversized deck with lower deck built off of a full unfinished basement! Wrought iron spindles lead you up the stairs to 4 bedrooms including a large master retreat and beautifully upgraded master bath. A sprinkler system has also been installed.  No work needed, move in ready!!"
161401	4310 May Apple Drive	Fulton	Alpharetta	30005	Georgia	May Apple Drive	4310	Park Forest	5673499	"WOW! Master-On-Main and a TOTAL RENOVATION of one of the largest homes in Park Forest, a Swim/Tennis community that is in Creek View school. Nearly EVERYTHING NEW! Here is a partial list: NEW >>> Kitchen, Master Bath, 2 HVAC's, Appliances, Paint Inside, Paint Outside, Windows, Finished Basement, Appliances, Counters, Cabinets, Lights, Faucets and the list goes on but space to describe does not. Nearly new in established neighborhood. Easy walk to the Swim/Tennis. Get your agent to link you to the 36 page dedicated website on this property featuring a ""Walk-Thru"" video!"
161409	5430 Northview Lake	Forsyth	Cumming	30040	Georgia	Northview Lake	5430	Arbors At Lakeview	5672913	"Model home perfect in Arbors at Lakeview. Pristine condition! Spacious Open Floorplan w/9 foot Ceilings Upstairs and Down. 3 Car Garage & Front Porch. 42"" Kitchen cabinets,Double Ovens, Huge Island Great for Entertaining, Butlers Pantry & Walk-In Pantry, Study w/ French Doors. Hardwood Floors & Wrought Iron Railings. Master Bdrm w/Sitting Area, Master Bath w/Frameless Shower and Huge Master Closet. Level Backyard w/Mature Plantings for Privacy. New comm. amenities: Pool w/slide, Tennis, Cabana, Fireplace & Playground. West Forsyth H.S."
161423	615 Bluff Oak Court	Fulton	Roswell	30076	Georgia	Bluff Oak Court	615	Hembree Grove	5677952	"Beautiful, Brick & Hardiplank home in the Milton HS district!  Master on main, granite & stainless kit opens to vltd great rm w/ Brazilian cherry hdwd flrs, renovated master bath w/ heated porcelain flrs & tile shwr w/ 6 showerheads!!  New carpet throughout, new windows, updated bath upstairs w/ granite & new fixtures. This home is in MINT condition! Sw/tennis neighborhood close to Avalon and D'Town Roswell!"
161424	450 Pine Bough Court	Fulton	Milton	30004	Georgia	Pine Bough Court	450	Lake Laurel	5678028	"Beautiful 3 sides brick home in Lake Laurel swim/tennis community. Natural tone oak hardwoods throughout main floor. Office/Library on 1st floor, formal dining room and great room with fireplace. Large eat-in kitchen, with island breakfast bar, lots of natural light. Large master suite with sitting/workout area, elegant master bath. Three large secondary bedrooms have attached baths. Full  fin. terrace level with bed/bath and plenty of finished space for billiards, games & media. Private deck and screened patio, hot tub great back yard. Exc. schools, move in ready."
161426	22 Star Spangled Ln	Fayette	Peachtree City	30269	Georgia	Star Spangled Ln	22	Legacy Town Homes At Centennial	7625817	"Luxury Townhome fin. basement.Hardwoods thru-out the main floor.Open living area includes Kitchen,Family,Dining.Kitchen complete w/ all appliances, granite counters tile backsplash.Main level deck with wooded view. Upstairs you will find 3 bedrooms,including the large Master suite w/sitting area.Master bath has tiled shower, jetted tub,& decorator framed mirrors.Great walk-in closet.Additional full bath for the other 2 bedrooms to share.Fabulous finished basement is possible bedroom, dining room, living area, and mini kitchen, with fully finished bath.Walk-out to a covered patio area,view of greenbelt.Lots of storage in the basement. Ready to buy but need a different avenue..."
161428	213 Waterwood Bnd	Fayette	Peachtree City	30269	Georgia	Waterwood Bnd	213	Piney Knoll	7613701	"Sold before run. Fantastic Brick Ranch in the center of Peachtree City. Complete renovation of Kitchen & Baths in 2007. Recent improvements include 17 new energy-efficient windows, new driveway, new garage door opener/remote keypad, and new gutter system. Green features include a new efficient water heater and blown attic insulation. Freshly painted, pressure washed, and trees trimmed. It's ready to sell! Seller's Georgia R.E. License #330351."
161432	639 Grecken Grn	Fayette	Peachtree City	30269	Georgia	Grecken Grn	639	Morallion Hills	7616680	"**GREAT POTENTIAL**TOP SCHOOLS! DESIRED LOCATION! AMAZING VIEWS! Traditional 2-story with 3 bedrooms + BONUS/4th bedroom option & 2.5 baths. Enjoy the views of the 3rd tee box & pond on Braelinn Golf Course. Roof, gutters (with gutter-guards), & both HVAC systems replaced in 2008. Hot water heater replaced in 2010. Both garage doors replaced in March 2016. Bring your floor & decor ideas and make this house YOUR home! Outdoor shed for storage needs/lawn equipment. Priced to sell in this lovely neighborhood."
161434	505 Rose Down Trce	Fayette	Peachtree City	30269	Georgia	Rose Down Trce	505	The Estates	7366891	"ABSOLUTELY STUNNING OPEN PLAN ON APPROX ONE ACRE PRIVATE LOT! Amazing 2-story great room opens to kitchen & overlooks level fenced yard w/large in-ground pool (new pumps+liner)! Fabulous kitchen includes granite counters + breakfast bar, stainless steel KitchenAid appliances including double convection ovens. Dream Owner's Suite w/large sitting room/nursery, spa waterfall Jacuzzi bath & 'His and Hers' closets! Beautiful hardwood floors on most of main level! Living Room w/French doors, perfect for an office. IN-LAW SUITE, main level! Handsome formal DR. Lots of new windows, vaulted, trey & 9' smooth ceilings! Large bedrooms! Huge 600' Sunroom/Rec Rm: bring your pool table! Party time! 9000 SF of new sod, fully irrigated! 3 car garage w/side door. EXQUISITE!"
161435	277 Yellowwood Dr	Coweta	Sharpsburg	30277	Georgia	Yellowwood Dr	277	Persimmon Creek	7616673	"Outstanding home! Immaculate, great floor plan, lots of upgrades throughout, including all hardwoods on main living area, tile in all baths, granite and huge private back yard. Terrace level has a real in-law suite incl. kitchen,Br. Bath and living room plus lg. prvt.patio plus unfin.areas. Main level= Formal LR/office, Lg. formal DR.spacious living room with through Fpl. to sunny keeping room.Open kitchen with all s/s appliances incl. refrig. large eat-in BF area. Huge Mstr.Br.with sitting area on main, luxurious bath,granite/tile,lg.w-in closet. Split BR.plan with additional 2 BRs. full bath on main Also 1/2 bath..Upstairs huge Bonus room,could be 6th BR. another BR plus full bath. Home is well presented and maintained with huge extended deck at rear."
161436	507 Ridley Ave	Troup	Lagrange	30240	Georgia	Ridley Ave	507		7618776	"Charm galore in this beautiful and well-maintained cottage. Smooth 10' ceilings. Hardwood flooring. 3 fireplaces living room, master and spare bedroom. Three bedrooms/ 2 baths plus a den! Beautiful window treatments included. Low maintenance metal roof with copper gutters. Enjoy fabulous landscaping from the gorgeous front porch and rear multi-level deck. New CH&A. 12 x 14 wired/insulated/climate controlled wood storage building.Off-street parking for 3 plus 1 car garage. Basement man-cave with tons of storage. Wonderful intown location walk to shopping, downtown, Sweetland Amphitheater and LaGrange High. Hurry - won't last long!"
161440	3 Corbel Way	Coweta	Newnan	30265	Georgia	Corbel Way	3	Summergrove At Eastlake	7620520	"Welcome to this 3 bedroom, 2.5 bath beautiful town-home! Newer hardwood floors, granite counter-tops and roof. Freshly painted with recently replaced carpet. 2 car garage with kitchen level entry. This home is move in ready!"
161442	115 Hemlock Ct	Fayette	Fayetteville	30215	Georgia	Hemlock Ct	115	Woodcreek	7620862	"Staycation in Wood Creek this summer. Hidden in small cul-de-sac, this fantastic 3-side brick home offers resort living all year. Private saltwater pool. ""Stay-dry"" roofing system protects hot-tub & outdoor shower tucked beneath screen porch. Grand Foyer, LR & DR lend home to formal entertaining. Private Study. Bright Kitchen & Breakfast Room. Vaulted Family Room flows onto expansive deck & beyond to level backyard. Owner's Suite boasts spa bath with Jacuzzi. Adjacent bonus room transformed into closet worthy of a RHOA. Renovated basement offers workout room, pool hall, theater space, plus guest suite & second laundry for pool towels. Wood Creek offers best amenities including pool with water slide, tennis courts, clubhouse & active HOA. Amazing opportunity!"
161451	949 Dublin Drive	Bryan	Richmond Hill	31324	Georgia	Dublin Drive	949	The Ford Plantation	134294	"Luxury Lakefront Estate set on 3 private acres with sweeping views of the Pete Dye golf course & Lake Sterling. Beautiful grounds, a main residence with impressive interiors, a carriage house with 1BR apartment & a golf cart/storage building make this estate idea for creating many happy memories"
161457	122 Lost Cypress Way	Bryan	Richmond Hill	31324	Georgia	Lost Cypress Way	122	The Ford Plantation	130191	"Charming Low Country Cottage located on the famed Oak Alley in the heart of The Ford Plantation. 4 BR and 4 FBA offer space and privacy for family and friends. Just a short walk to the Clubhouse, Golf Course, Lake Dye Grill & Fitness Center, this home is perfect for enjoying the sporting life."
161461	203 Schooner Drive	Chatham	Savannah	31410	Georgia	Schooner Drive	203	Commodore Chase	131612	"One of the last lots in Commodore Chase!  The lot has been cleared and ready to build your dream home.  Located on a quiet cul-de-sac abutting a marsh setting.  Close to the yacht club, schools and shopping.  Your future home awaits!"
161465	708 E 51 St Street	Chatham	Savannah	31405	Georgia	E 51St Street	708		133815	"Located just South of Victory Drive this duplex is in a great location only steps from Daffin Park. Well maintained hardwood floors, LA, DR, Breakfast rm and sun room. Kitchen furnished. WA, DR"
161471	30 Fair Hope Drive	Mcintosh	Townsend	31331	Georgia	Fair Hope Drive	30		121469	View of S. Newport River from Wooded waterfront Lot in a prestigious gated community in McIntosh County.  From lot you can see St. Catherine's Island/Sound and the Atlantic Ocean
161472	228 E Oglethorpe Avenue	Chatham	Savannah	31401	Georgia	E Oglethorpe Avenue	228		122142	"This private mansion overlooking Colonial Cemetery is truly one of the most elegant homes in the Historic District.  The Conrad Aiken house, a home of rare pedigree, is perfect for the discerning buyer.  Back Veranda overlooks a private courtyard with lush gardens."
161473	10118 Ferguson	Chatham	Savannah	31406	Georgia	Ferguson	10118		123303	"A wonderful mid-century 4 bedroom / 2 bath home, with 720+/- sf garage / workshop located on over 1 acre of land.  Very convenient to shopping, restaurants, public boat ramps,schools and Armstrong University via the Truman Parkway."
161477	3 Palmwood Street	Chatham	Tybee Island	31328	Georgia	Palmwood Street	3	Fort Screven	103916	"Located on Tybee's north end off the beaten path this renovated 3 bedroom two and half story cottage is a short walk to the lighthouse, beach, shopping and dining. There is a ample entry foyer, 2 car garage w/ample storage areas and laundry room/studio/office on the lower level. The main living level has 2 bedrooms, large bath with double vanity and linen closet, open living/ dining, updated kitchen and a 27 foot wide screen porch off the kitchen.  On the 3rd level is a large bedroom & bath several closets and storage areas. The 3rd level would easily accommodate several beds if you are looking for rental opportunities.  The lot is in excess of 8000 sq/ft so that allows room for expansion of the house, pool, summer kitchen all just a 5 minute walk from the ocean.  Renovations include refinished hardwood floors, new carpet in bedrooms, interior paint, granite/stainless kitchen and screen porch.   It's move in ready."
161479	218 Mcallister Landing Road	Bryan	Richmond Hill	31324	Georgia	Mcallister Landing Road	218	The Ford Plantation	134802	"One of the most private residences in The Ford Plantation situated on almost 12 acres with a dock on Sterling Creek.  Open floor plan with cathedral ceilings, master suite on main, and a charming screen porch.  Plan your getaway a week at a time or full-time, you decide."
161488	23 Houston Street	Chatham	Savannah	31401	Georgia	Houston Street	23	Washington Ward	137443	"Stunning Colonial 3-story home on Washington Square, 3 bedrooms, 2.5 baths, modern kitchen formal dining and living rooms.  Beautiful heart pine floors, 4 fireplaces, garden level can be seaprate rental.  Private courtyard with off-st parking space.  Convenient to shopping, dining, entertainment."
161489	21 Bartow Point Drive	Chatham	Savannah	31404	Georgia	Bartow Point Drive	21		137549	"Interior: This grand and gracious embodies an exceptional floor plan enhanced by premium finishes and fabulous views of the Intracoastal Waterway.  The entry foyer opens to a formal living room and an elegant dining room.  The gourmet kitchen is an open design adjoined by a breakfast area and family room with large stone fireplace.  The open concept flows easily and allows for enjoyment of the space and extraordinary views from all rooms.  The first floor master suite features a spa-like bath and intimate sitting area.   The second floor offers 3 large bedrooms, a bonus room and a home office.  Exterior:  The front of the home is well landscaped with great architectural appeal.  The home?s rear veranda truly creates an outdoor living area to be enjoyed all year round and features a retractable awning, stone flooring, and nontoxic coastal misting system.  Just off the veranda is a custom designed fire pit.   Property comes with an approx. 30 foot deeded boat slip at community dock."
161490	203 Schooner Drive	Chatham	Savannah	31410	Georgia	Schooner Drive	203	Commodore Chase	137781	New construction in Commodore Chase!  This large family home will have the master and one bedroom on the first with 2 other bedrooms up. Plus a loft area and unfinished bonus room.  Located on a quiet cul-de-sac overlooking a marsh setting in the Yacht Club area.
161494	114 Buford Place	Bibb	Macon	31204	Georgia	Buford Place	114	B.M. Davis	137926	First time on the market! 100 year old architecturally significant Georgian Revival home designed by Neel Reid.  Those who appreciate quality and originality will love the outstanding details of this home inside and out!
161498	57 Chaucer Street	Chatham	Savannah	31410	Georgia	Chaucer Street	57	Turners Cove Ph 01	145649	"The view says it all.  Located on Wilmington Island in Turners Cove, a waterfront gated community, this luxury townhome offers extraordinary views of Turners Creek.    Home features attention to detail and design and offers premium finishes throughout.   The grand 2 story entry foyer leads to the main living area which is an open design and includes a living room, dining room, sun room, kitchen and breakfast room/keeping room all with fabulous water views.   Additional rooms include a master suite, 2 additional bedrooms, and a large bonus room.  Appointments include plantation shutters, hardwood flooring, extensive moldings, and custom finishes throughout."
161501	78 Spanish Moss Lane	Bryan	Richmond Hill	31324	Georgia	Spanish Moss Lane	78	The Ford Plantation	146022	"'The Boathouse' at Ford appears to 'float' majestically on Lake Sterling.  Built of cedar, cypress and ironwood to last more than a century; just a short walk through your orchard & ancient oaks to the clubhouse & sports complex."
161507	27 Wyndham Court	Chatham	Savannah	31410	Georgia	Wyndham Court	27	Turners Cove Ph 05	147060	"Well-appointed town home within a waterfront community.   Interior appointments include an open design floor plan featuring hardwood floors, extensive molding, granite counter tops, gourmet kitchen, and plantation shutters throughout.  Exterior appointments include a covered veranda leading to a private walled courtyard with lush landscaping.  The homes interior flows easily to the exterior living areas for use and enjoyment of all spaces throughout the year.
The master suite is privately situated an offers a spa like bath and 2 large walk in closets.  In addition the home provides 2 additional bathrooms, 2 full baths, 1 powder room, and an expansive bonus area with a separate home office.  The current owners use the space as a second master suite and office, however, the space easily lends itself to many options for the purchaser.
The community, Turners Cove, amenities include a gated entrance, community pool, dock, lushly landscaped parks, walking paths, and a small playground."
161512	17 W Gordon Street	Chatham	Savannah	31401	Georgia	W Gordon Street	17	Monterey	147451	"Magnificent Historic Home directly across from The Mercer House and Monterey Square.  Completely restored and renovated.  Beautiful architectural details, custom professional gourmet kitchen, glamorous baths, roof terrace, etc."
161514	281 Shipyard Road	Chatham	Savannah	31406	Georgia	Shipyard Road	281	Verno N View Sub	147743	"One of a kind traditional Low Country River House/Estate overlooking the Marsh and Vernon River.  There are sunset views over Shipyard Creek and the Vernon River.   Views abound from nearly all rooms of the house. Even the separate In-law Suite has spectacular marsh views! The estate lot is 2.79 acres and includes fabulous marsh view from house and pool area. A separate lot  on  Center Drive is  available also - for potential family compound or separate sale.  Area between house and guest House was pool changing area, now ""work/project"" space."
161515	1433 Whitfield Park Circle	Chatham	Savannah	31406	Georgia	Whitfield Park Circle	1433	Whitfield Park	147777	"Enjoy brilliant sunrises & sunsets over the marsh & Vernon River every day! Renovated from bottom to top; new roof, windows & spray foam insulation. Wide open plan w/hardwood floors, granite & stainless kitchen. Granite/tile baths, master with jetted tub and steam shower. Guest suite and bonus room.  Current single car garage can be two car garage by converting 4th bedroom to the 2nd stall."
161516	24 Habersham Street	Chatham	Savannah	31401	Georgia	Habersham Street	24		148047	"Incredible opportunity to own a piece of history on a double trust lot. This beautifully renovated home offers modern updates while keeping the integrity of its history. Enjoy the lovely covered veranda overlooking pristine, private courtyard. Three off street parking spaces completes this exquisite home."
161517	317 E Jones Street	Chatham	Savannah	31401	Georgia	E Jones Street	317	Wesley Ward	148173	Stunning 3 story townhouse on desirable Jones Street offers city living at its best. Floor to ceiling windows allow abundance of light and a back porch overlooks beautiful private courtyard with lush gardens. There is a garden level apartment and two off street parking spaces. Must See!
161527	229 Archer Road	Effingham	Guyton	31312	Georgia	Archer Road	229		149571	"Opportunity awaits!  This property consists of two separate parcels for a total of 5 acres.  The home has been well maintained and boasts an open kitchen with an island, double ovens, loads of counter space and cabinets.  The living room has a beautiful stone wood burning fire place for the cool winter evenings.  The split floor plan features a huge master bedroom with walk in closet and master bath with double vanities, shower and garden tub.  The one lot with the home has been cleared and the second lot is still treed with an abandoned home on the property.  There is a huge two car garage with third bay long with storage room and workshop area.  Rural living at its best!"
161544	7 Hetherington Lane	Chatham	Savannah	31411	Georgia	Hetherington Lane	7	Landings/Skidaway Island	150379	"Stunning home with golf course views!  This home has been updated to include hardwood flooring, new master bath, smooth ceilings and so much more.  Most of the living area is on the main floor with an additional bedroom and bonus/office upstairs.  Screened porch overlooking the open deck and landscaped yard.  Located on a quiet cul-de-sac away from high traffic areas.  This home also has an automatic generator installed so that you never are left in the dark.  The master bathroom has recently been updated to include an oversized soaking tub and hard surfaced shower.  This home is also located in a X Flood Zone so that flood insurance is not a requirement for financing (but always good to have).  Please call for more details."
161546	215 John Wesley Way	Chatham	Savannah	31404	Georgia	John Wesley Way	215	Emerald Pointe	150593	"Exclusive gated Emerald Pointe community. This Southern Plantation Style home overlooking the marsh features, a bright, sunny kitchen looking into the family room, hardwood floors, and an abundance of natural light in every room. The master bedroom wing opens onto upper veranda.  Approximately 800 square feet of unfinished bonus space on the third level ready for two additional bedrooms and bath. Walls of windows overlook a beautiful rear private courtyard with lush gardens. This idyllic family compound offers serene privacy. Oversized two car garage with 2nd level unfinished studio space. 5 minutes from downtown, 15 minutes to beach. House Beautiful!"
161547	106 W Jones Street	Chatham	Savannah	31401	Georgia	W Jones Street	106		150637	"A home of rare pedigree, this impressive 4 story private town house enjoys a prized address, grandly scaled spaces, refined finishes and features one of the most exciting outdoor entertaining spaces in the historic district. The garden level suite adjoins a glassed in art studio. The walls of glass looking out on the lush courtyard and beautiful southern porch make this an ideal family home."
161551	301 E Harris Street	Chatham	Savannah	31401	Georgia	E Harris Street	301		151547	"Pristine Savannah Grey Brick home on corner of Lincoln and Harris Streets.  Ample natural light from three sides of this beautifully renovated home!  Private courtyard and 1-car garage.  Income producing efficiency apartment option for garden level. Conveniently located to walk to shopping, schools, and restaurants. Rests between Troup Square and Layfayette Square."
161553	387 Belted Kingfisher Lane	Bryan	Richmond Hill	31324	Georgia	Belted Kingfisher Lane	387	Ford Plantation	151712	Jim Strickland Designed Estate Home on Lake Sterling at The Ford Plantation. Beautiful Estate Home with INCREDIBLE DETAILS.  Charming Two Bedroom Guesthouse!
161556	11 Shellworth Crossing	Chatham	Savannah	31411	Georgia	Shellworth Crossing	11	Midpoint	152049	Stunning custom built brick estate on fabulous lot. Enjoy marsh overlooking Wassaw Island. Dramatic entry foyer with spectacular staircase! This charming home boasts an elevator as well as a Wine Cellar.   A true Southern gem!
161563	"12300 Apache, #122"	Chatham	Savannah	31419	Georgia	Apache	12300	Hoover Creek Plantation	152757	"Very nice, second floor two bedroom/two bath condominium with fireplace and mantle, sun room, laundry room and deck in gated community.  Hoover Creek Plantation is nestled on 33 acres and  has a resort style pool, fitness center, floating dock on deep water with two story sundeck.  The community is very convenient to Armstrong University.  St. Joseph hospital, Hunter Army Airfield, Shopping, Restaurants and much more!  Only a 15 minute drive from Downtown."
161564	219 Lakeshore Drive	Chatham	Savannah	31419	Georgia	Lakeshore Drive	219	Grove Hill Sub	152836	
161566	15 Priory Road	Chatham	Savannah	31411	Georgia	Priory Road	15	Landings/Skidaway Island 36 Se	153029	"Welcome home to 15 Priory Rd at The Landings on Skidaway Island. This home is as good as it gets, with a private 300 ft deep waterfront lot, only a block away from the Landings Harbor Marina. Tasteful and elegant, this home is classically understated coastal chic. Exceptional attention to detail, from the landscape lighting to the chrome hinges and hardware on every door in the home. Even the most discriminating buyer will enjoy the views, the floor plan, and the privacy that this home offers."
161567	34 Bartow Point Drive	Chatham	Savannah	31404	Georgia	Bartow Point Drive	34	Bartow Point Sub Ph 2	153038	"Beautiful painted brick home with boat slip in gated community--Causton Bluff.  Has a view of marina.  Living Room, dining Room, Eat-in kitchen, 2 mater bedrooms, 1 up and 1 down.  4 total BR's.  3.5 BA.  Patio with pergola, screened porch off of upstairs master.  Huge media room/office.  2-car garage."
161569	107 W Gordon Street	Chatham	Savannah	31401	Georgia	W Gordon Street	107	Chatham	153131	"Magnificent 4 story townhouse and carriage house on Gordon Row. Beautiful architectural details, soaring ceilings and wide-plank floors create a stunning living space. Long term rental income $43,137.00 per year. VRBO netted to seller $21,464.00. Supremely positioned off Chatham Square, this exquisite townhouse could easily be converted to one of the most beautiful single family residences in the Historic District."
161570	107 W Gordon Street	Chatham	Savannah	31401	Georgia	W Gordon Street	107	Chatham	153134	"Magnificent 4 story townhouse and carriage house on Gordon Row. Beautiful architectural details, soaring ceilings and wide-plank floors create a stunning living space. Long term rental income $43,137.00 per year. VRBO netted to seller $21,464.00. Supremely positioned off Chatham Square, this exquisite townhouse could easily be converted to one of the most beautiful single family residences in the Historic District."
